record_id,source_dataset,field,matched_categories,matched_spans
phmsa_hazmat_incidents__366466,phmsa_hazmat_incidents,potential_consequence,fire_or_explosion|chemical_exposure_or_burn,'Fire'|'Hazardous Substance'
phmsa_hazmat_incidents__366526,phmsa_hazmat_incidents,potential_consequence,fire_or_explosion|chemical_exposure_or_burn,'FIRE'|'SPILL'
phmsa_hazmat_incidents__366529,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'SPILL'|'CRUSHED'
phmsa_hazmat_incidents__366545,phmsa_hazmat_incidents,potential_consequence,fire_or_explosion|chemical_exposure_or_burn,'Fire'|'spill'
phmsa_hazmat_incidents__366574,phmsa_hazmat_incidents,potential_consequence,fire_or_explosion|vehicle_collision,'Fire'|'collision'
phmsa_hazmat_incidents__366582,phmsa_hazmat_incidents,potential_consequence,fire_or_explosion|chemical_exposure_or_burn,'fire'|'spill'
phmsa_hazmat_incidents__366605,phmsa_hazmat_incidents,potential_consequence,fire_or_explosion|chemical_exposure_or_burn,'Fire'|'spill'
phmsa_hazmat_incidents__366614,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'Spill'|'crushed'
phmsa_hazmat_incidents__366674,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'SPILL'|'RUN OVER'
phmsa_hazmat_incidents__366724,phmsa_hazmat_incidents,potential_consequence,fire_or_explosion|chemical_exposure_or_burn,'ignition'|'spill'
phmsa_hazmat_incidents__366727,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'spill'|'crushed'
phmsa_hazmat_incidents__366730,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'spill'|'crushed'
phmsa_hazmat_incidents__366740,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'Spill'|'crushed'
phmsa_hazmat_incidents__366758,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'SPILL'|'CRUSHED'
phmsa_hazmat_incidents__366795,phmsa_hazmat_incidents,potential_consequence,fire_or_explosion|chemical_exposure_or_burn,'Fire'|'spill'
phmsa_hazmat_incidents__366814,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'spill'|'crushed'
phmsa_hazmat_incidents__366869,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'Spill'|'crushed'
phmsa_hazmat_incidents__366870,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'Spill'|'crushed'
phmsa_hazmat_incidents__366898,phmsa_hazmat_incidents,potential_consequence,fire_or_explosion|chemical_exposure_or_burn|vehicle_collision,'fire'|'spill'|'rollover'
phmsa_hazmat_incidents__366926,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'SPILL'|'CRUSHED'
phmsa_hazmat_incidents__366935,phmsa_hazmat_incidents,potential_consequence,crush_or_entrapment|vehicle_collision,'TRAPPED'|'ROLLOVER'
phmsa_hazmat_incidents__366957,phmsa_hazmat_incidents,potential_consequence,struck_by_object|chemical_exposure_or_burn,'struck by'|'spill'
phmsa_hazmat_incidents__366963,phmsa_hazmat_incidents,potential_consequence,fire_or_explosion|engulfment_or_asphyxiation,'FIRE'|'ENGULFED'
phmsa_hazmat_incidents__366964,phmsa_hazmat_incidents,potential_consequence,fire_or_explosion|engulfment_or_asphyxiation,'FIRE'|'ENGULFED'
phmsa_hazmat_incidents__366965,phmsa_hazmat_incidents,potential_consequence,fire_or_explosion|engulfment_or_asphyxiation,'FIRE'|'ENGULFED'
phmsa_hazmat_incidents__366971,phmsa_hazmat_incidents,potential_consequence,fire_or_explosion|chemical_exposure_or_burn,'FIRE'|'SPILL'
phmsa_hazmat_incidents__366983,phmsa_hazmat_incidents,potential_consequence,fire_or_explosion|chemical_exposure_or_burn,'fire'|'spill'
phmsa_hazmat_incidents__367035,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'SPILL'|'CRUSHED'
phmsa_hazmat_incidents__367042,phmsa_hazmat_incidents,potential_consequence,fire_or_explosion|chemical_exposure_or_burn,'fire'|'spill'
phmsa_hazmat_incidents__367232,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'SPILL'|'CRUSHED'
phmsa_hazmat_incidents__367475,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|vehicle_collision,'spill'|'collision'
phmsa_hazmat_incidents__367506,phmsa_hazmat_incidents,potential_consequence,fire_or_explosion|chemical_exposure_or_burn,'IGNITION'|'SPILL'
phmsa_hazmat_incidents__367560,phmsa_hazmat_incidents,potential_consequence,fire_or_explosion|chemical_exposure_or_burn,'Fire'|'Spill'
phmsa_hazmat_incidents__367563,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'Spill'|'crushed'
phmsa_hazmat_incidents__367599,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'Spill'|'crushed'
phmsa_hazmat_incidents__367609,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'Spill'|'crushed'
phmsa_hazmat_incidents__367719,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'Spill'|'crushed'
phmsa_hazmat_incidents__367740,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'spill'|'crushed'
phmsa_hazmat_incidents__367745,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'SPILL'|'CRUSHED'
phmsa_hazmat_incidents__367788,phmsa_hazmat_incidents,potential_consequence,fire_or_explosion|chemical_exposure_or_burn,'fire'|'spill'
phmsa_hazmat_incidents__367792,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'Spill'|'crushed'
phmsa_hazmat_incidents__367824,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'Spill'|'crushed'
phmsa_hazmat_incidents__367865,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'Spill'|'crushed'
phmsa_hazmat_incidents__367866,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'Spill'|'crushed'
phmsa_hazmat_incidents__367872,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'Spill'|'crushed'
phmsa_hazmat_incidents__367920,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'spill'|'crushed'
phmsa_hazmat_incidents__367970,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'Spill'|'crushed'
phmsa_hazmat_incidents__368046,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'spill'|'crushed'
phmsa_hazmat_incidents__368103,phmsa_hazmat_incidents,potential_consequence,fire_or_explosion|crush_or_entrapment,'FIRE'|'CRUSHED'
phmsa_hazmat_incidents__368185,phmsa_hazmat_incidents,potential_consequence,fire_or_explosion|engulfment_or_asphyxiation,'fire'|'engulfed'
phmsa_hazmat_incidents__368214,phmsa_hazmat_incidents,potential_consequence,fire_or_explosion|chemical_exposure_or_burn,'FIRE'|'SPILL'
phmsa_hazmat_incidents__368223,phmsa_hazmat_incidents,potential_consequence,fire_or_explosion|chemical_exposure_or_burn,'fire'|'spill'
phmsa_hazmat_incidents__368257,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'spill'|'crushed'
phmsa_hazmat_incidents__368365,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'SPILL'|'CRUSHED'
phmsa_hazmat_incidents__368385,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'SPILL'|'CRUSHED'
phmsa_hazmat_incidents__368407,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'SPILL'|'CRUSHED'
phmsa_hazmat_incidents__368429,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'spill'|'crushed'
phmsa_hazmat_incidents__368454,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|vehicle_collision,'spill'|'vehicle struck'
phmsa_hazmat_incidents__368470,phmsa_hazmat_incidents,potential_consequence,fire_or_explosion|chemical_exposure_or_burn,'Fire'|'spill'
phmsa_hazmat_incidents__368476,phmsa_hazmat_incidents,potential_consequence,fire_or_explosion|chemical_exposure_or_burn,'FIRE'|'SPILL'
phmsa_hazmat_incidents__368477,phmsa_hazmat_incidents,potential_consequence,crush_or_entrapment|vehicle_collision,'trapped'|'rollover'
phmsa_hazmat_incidents__368482,phmsa_hazmat_incidents,potential_consequence,fire_or_explosion|chemical_exposure_or_burn,'fire'|'spill'
phmsa_hazmat_incidents__368487,phmsa_hazmat_incidents,potential_consequence,fire_or_explosion|chemical_exposure_or_burn,'FIRE'|'SPILL'
phmsa_hazmat_incidents__368490,phmsa_hazmat_incidents,potential_consequence,fire_or_explosion|vehicle_collision,'FIRE'|'ROLLOVER'
phmsa_hazmat_incidents__368516,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'SPILL'|'CRUSHED'
phmsa_hazmat_incidents__368537,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'SPILL'|'CRUSHED'
phmsa_hazmat_incidents__368648,phmsa_hazmat_incidents,potential_consequence,fire_or_explosion|chemical_exposure_or_burn,'fire'|'spill'
phmsa_hazmat_incidents__368770,phmsa_hazmat_incidents,potential_consequence,fire_or_explosion|chemical_exposure_or_burn,'fire'|'spill'
phmsa_hazmat_incidents__368811,phmsa_hazmat_incidents,potential_consequence,fire_or_explosion|chemical_exposure_or_burn,'fire'|'spill'
phmsa_hazmat_incidents__369069,phmsa_hazmat_incidents,potential_consequence,fire_or_explosion|chemical_exposure_or_burn,'FIRE'|'SPILL'
phmsa_hazmat_incidents__369156,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'SPILL'|'CRUSHED'
phmsa_hazmat_incidents__369177,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'spill'|'crushed'
phmsa_hazmat_incidents__369216,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'Spill'|'crushed'
phmsa_hazmat_incidents__369272,phmsa_hazmat_incidents,potential_consequence,fire_or_explosion|chemical_exposure_or_burn,'FIRE'|'SPILL'
phmsa_hazmat_incidents__369362,phmsa_hazmat_incidents,potential_consequence,fire_or_explosion|chemical_exposure_or_burn,'IGNITION'|'SPILL'
phmsa_hazmat_incidents__369408,phmsa_hazmat_incidents,potential_consequence,fatality_or_life_threatening_injury|fire_or_explosion,'death'|'fire'
phmsa_hazmat_incidents__369450,phmsa_hazmat_incidents,potential_consequence,fire_or_explosion|engulfment_or_asphyxiation,'fire'|'engulfed'
phmsa_hazmat_incidents__369528,phmsa_hazmat_incidents,potential_consequence,fire_or_explosion|chemical_exposure_or_burn,'FIRE'|'SPILL'
phmsa_hazmat_incidents__369535,phmsa_hazmat_incidents,potential_consequence,fire_or_explosion|chemical_exposure_or_burn,'FIRE'|'SPILL'
phmsa_hazmat_incidents__369660,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|vehicle_collision,'SPILL'|'ROLLOVER'
phmsa_hazmat_incidents__369751,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'CORROSIVE'|'CRUSHED'
phmsa_hazmat_incidents__369788,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'spill'|'crushed'
phmsa_hazmat_incidents__369817,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'spill'|'crushed'
phmsa_hazmat_incidents__369842,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'Spill'|'crushed'
phmsa_hazmat_incidents__369843,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'spill'|'run over'
phmsa_hazmat_incidents__369847,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'CORROSIVE'|'CRUSHED'
phmsa_hazmat_incidents__369849,phmsa_hazmat_incidents,potential_consequence,struck_by_object|vehicle_collision,'STRUCK BY'|'COLLISION'
phmsa_hazmat_incidents__369903,phmsa_hazmat_incidents,potential_consequence,fire_or_explosion|chemical_exposure_or_burn,'FIRE'|'SPILL'
phmsa_hazmat_incidents__369923,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'Spill'|'crushed'
phmsa_hazmat_incidents__369959,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'Spill'|'crushed'
phmsa_hazmat_incidents__369973,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'SPILL'|'CRUSHED'
phmsa_hazmat_incidents__370030,phmsa_hazmat_incidents,potential_consequence,fire_or_explosion|chemical_exposure_or_burn,'FIRE'|'SPILL'
phmsa_hazmat_incidents__370062,phmsa_hazmat_incidents,potential_consequence,fire_or_explosion|chemical_exposure_or_burn,'FIRE'|'SPILL'
phmsa_hazmat_incidents__370116,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'SPILL'|'CRUSHED'
phmsa_hazmat_incidents__370180,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'Spill'|'crushed'
phmsa_hazmat_incidents__370213,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'spill'|'crushed'
phmsa_hazmat_incidents__370222,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'Spill'|'crushed'
phmsa_hazmat_incidents__370294,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'Spill'|'crushed'
phmsa_hazmat_incidents__370368,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'spill'|'crushed'
phmsa_hazmat_incidents__370371,phmsa_hazmat_incidents,potential_consequence,fire_or_explosion|chemical_exposure_or_burn,'Fire'|'spill'
phmsa_hazmat_incidents__370382,phmsa_hazmat_incidents,potential_consequence,struck_by_object|chemical_exposure_or_burn,'STRUCK BY'|'SPILL'
phmsa_hazmat_incidents__370383,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'spill'|'crushed'
phmsa_hazmat_incidents__370385,phmsa_hazmat_incidents,potential_consequence,struck_by_object|crush_or_entrapment,'STRUCK BY'|'CRUSHED'
phmsa_hazmat_incidents__370390,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'spill'|'caught between'
phmsa_hazmat_incidents__370414,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'Spill'|'crushed'
phmsa_hazmat_incidents__370513,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'SPILL'|'CRUSHED'
phmsa_hazmat_incidents__370541,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'SPILL'|'CRUSHED'
phmsa_hazmat_incidents__370602,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'SPILL'|'CRUSHED'
phmsa_hazmat_incidents__370694,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'SPILL'|'CRUSHED'
phmsa_hazmat_incidents__370704,phmsa_hazmat_incidents,potential_consequence,fire_or_explosion|chemical_exposure_or_burn,'FIRE'|'SPILL'
phmsa_hazmat_incidents__370709,phmsa_hazmat_incidents,potential_consequence,fire_or_explosion|chemical_exposure_or_burn,'FIRE'|'SPILL'
phmsa_hazmat_incidents__370778,phmsa_hazmat_incidents,potential_consequence,fire_or_explosion|chemical_exposure_or_burn,'FIRE'|'SPILL'
phmsa_hazmat_incidents__370825,phmsa_hazmat_incidents,potential_consequence,fire_or_explosion|chemical_exposure_or_burn,'FIRE'|'SPILL'
phmsa_hazmat_incidents__370842,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'Spill'|'crushed'
phmsa_hazmat_incidents__370850,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'Spill'|'crushed'
phmsa_hazmat_incidents__370864,phmsa_hazmat_incidents,potential_consequence,fire_or_explosion|chemical_exposure_or_burn,'Fire'|'spill'
phmsa_hazmat_incidents__370865,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'Spill'|'crushed'
phmsa_hazmat_incidents__370868,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'Spill'|'crushed'
phmsa_hazmat_incidents__370873,phmsa_hazmat_incidents,potential_consequence,fire_or_explosion|chemical_exposure_or_burn,'FIRE'|'SPILL'
phmsa_hazmat_incidents__370929,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'spill'|'crushed'
phmsa_hazmat_incidents__371038,phmsa_hazmat_incidents,potential_consequence,fatality_or_life_threatening_injury|fire_or_explosion|chemical_exposure_or_burn,'death'|'Fire'|'corrosive'
phmsa_hazmat_incidents__371039,phmsa_hazmat_incidents,potential_consequence,fatality_or_life_threatening_injury|fire_or_explosion|vehicle_collision,'fatal'|'fire'|'rollover'
phmsa_hazmat_incidents__371134,phmsa_hazmat_incidents,potential_consequence,struck_by_object|chemical_exposure_or_burn,'struck by'|'Spill'
phmsa_hazmat_incidents__371153,phmsa_hazmat_incidents,potential_consequence,fire_or_explosion|chemical_exposure_or_burn,'fire'|'spill'
phmsa_hazmat_incidents__371172,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'spill'|'crushed'
phmsa_hazmat_incidents__371191,phmsa_hazmat_incidents,potential_consequence,fire_or_explosion|chemical_exposure_or_burn,'Fire'|'spill'
phmsa_hazmat_incidents__371193,phmsa_hazmat_incidents,potential_consequence,fire_or_explosion|chemical_exposure_or_burn,'fire'|'spill'
phmsa_hazmat_incidents__371230,phmsa_hazmat_incidents,potential_consequence,fire_or_explosion|chemical_exposure_or_burn,'fire'|'Spill'
phmsa_hazmat_incidents__371288,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|vehicle_collision,'SPILL'|'ROLLOVER'
phmsa_hazmat_incidents__371309,phmsa_hazmat_incidents,potential_consequence,fire_or_explosion|chemical_exposure_or_burn,'FIRE'|'SPILL'
phmsa_hazmat_incidents__371352,phmsa_hazmat_incidents,potential_consequence,fire_or_explosion|chemical_exposure_or_burn,'FIRE'|'SPILL'
phmsa_hazmat_incidents__371364,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'SPILL'|'crushed'
phmsa_hazmat_incidents__371365,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'SPILL'|'crushed'
phmsa_hazmat_incidents__371366,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'Spill'|'crushed'
phmsa_hazmat_incidents__371367,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'Spill'|'crushed'
phmsa_hazmat_incidents__371441,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'Spill'|'crushed'
phmsa_hazmat_incidents__371520,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'spill'|'crushed'
phmsa_hazmat_incidents__371524,phmsa_hazmat_incidents,potential_consequence,struck_by_object|chemical_exposure_or_burn,'hit by'|'spill'
phmsa_hazmat_incidents__371525,phmsa_hazmat_incidents,potential_consequence,struck_by_object|chemical_exposure_or_burn,'hit by'|'spill'
phmsa_hazmat_incidents__371562,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'Spill'|'crushed'
phmsa_hazmat_incidents__371610,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'Spill'|'crushed'
phmsa_hazmat_incidents__371617,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'Spill'|'crushed'
phmsa_hazmat_incidents__371632,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'Spill'|'crushed'
phmsa_hazmat_incidents__371633,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'Spill'|'crushed'
phmsa_hazmat_incidents__371634,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'Spill'|'crushed'
phmsa_hazmat_incidents__371691,phmsa_hazmat_incidents,potential_consequence,fire_or_explosion|chemical_exposure_or_burn|vehicle_collision,'FIRE'|'SPILL'|'ROLL OVER'
phmsa_hazmat_incidents__371697,phmsa_hazmat_incidents,potential_consequence,fire_or_explosion|chemical_exposure_or_burn,'FIRE'|'SPILL'
phmsa_hazmat_incidents__371704,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|vehicle_collision,'SPILL'|'ROLL OVER'
phmsa_hazmat_incidents__371772,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'spill'|'crushed'
phmsa_hazmat_incidents__371966,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'SPILL'|'CRUSHED'
phmsa_hazmat_incidents__372029,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'Hazardous Substance'|'pinched'
phmsa_hazmat_incidents__372035,phmsa_hazmat_incidents,potential_consequence,fire_or_explosion|chemical_exposure_or_burn,'IGNITION'|'SPILL'
phmsa_hazmat_incidents__372131,phmsa_hazmat_incidents,potential_consequence,fire_or_explosion|chemical_exposure_or_burn|vehicle_collision,'Fire'|'spill'|'rollover'
phmsa_hazmat_incidents__372336,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'spill'|'crushed'
phmsa_hazmat_incidents__372392,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'spill'|'crushed'
phmsa_hazmat_incidents__372424,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'spill'|'crushed'
phmsa_hazmat_incidents__372425,phmsa_hazmat_incidents,potential_consequence,fire_or_explosion|chemical_exposure_or_burn,'FIRE'|'SPILL'
phmsa_hazmat_incidents__372450,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'CORROSIVE'|'CRUSHED'
phmsa_hazmat_incidents__372459,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'SPILL'|'CRUSHED'
phmsa_hazmat_incidents__372480,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'CORROSIVE'|'CRUSHED'
phmsa_hazmat_incidents__372551,phmsa_hazmat_incidents,potential_consequence,fire_or_explosion|chemical_exposure_or_burn,'FIRE'|'SPILL'
phmsa_hazmat_incidents__372602,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'Spill'|'crushed'
phmsa_hazmat_incidents__372610,phmsa_hazmat_incidents,potential_consequence,fire_or_explosion|chemical_exposure_or_burn,'Fire'|'spill'
phmsa_hazmat_incidents__372612,phmsa_hazmat_incidents,potential_consequence,fire_or_explosion|chemical_exposure_or_burn,'Fire'|'spill'
phmsa_hazmat_incidents__372639,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'Spill'|'crushed'
phmsa_hazmat_incidents__372642,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'Spill'|'crushed'
phmsa_hazmat_incidents__372643,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'Spill'|'crushed'
phmsa_hazmat_incidents__372652,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'SPILL'|'CRUSHED'
phmsa_hazmat_incidents__372659,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'SPILL'|'CRUSHED'
phmsa_hazmat_incidents__372716,phmsa_hazmat_incidents,potential_consequence,fire_or_explosion|chemical_exposure_or_burn,'Fire'|'spill'
phmsa_hazmat_incidents__372720,phmsa_hazmat_incidents,potential_consequence,fire_or_explosion|chemical_exposure_or_burn,'FIRE'|'SPILL'
phmsa_hazmat_incidents__372731,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'spill'|'crushed'
phmsa_hazmat_incidents__372733,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'spill'|'crushed'
phmsa_hazmat_incidents__372753,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'Spill'|'crushed'
phmsa_hazmat_incidents__372786,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'Spill'|'crushed'
phmsa_hazmat_incidents__372787,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'Spill'|'crushed'
phmsa_hazmat_incidents__372788,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'Spill'|'crushed'
phmsa_hazmat_incidents__372789,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'Spill'|'crushed'
phmsa_hazmat_incidents__372800,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'Spill'|'crushed'
phmsa_hazmat_incidents__372830,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'SPILL'|'CRUSHED'
phmsa_hazmat_incidents__372845,phmsa_hazmat_incidents,potential_consequence,fire_or_explosion|crush_or_entrapment,'FIRE'|'CRUSHED'
phmsa_hazmat_incidents__372917,phmsa_hazmat_incidents,potential_consequence,fire_or_explosion|chemical_exposure_or_burn,'IGNITION'|'SPILL'
phmsa_hazmat_incidents__372964,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'Spill'|'crushed'
phmsa_hazmat_incidents__372997,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'Spill'|'crushed'
phmsa_hazmat_incidents__373000,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|crush_or_entrapment,'Spill'|'crushed'
phmsa_hazmat_incidents__373017,phmsa_hazmat_incidents,potential_consequence,struck_by_object|chemical_exposure_or_burn,'hit by'|'spill'
phmsa_hazmat_incidents__373041,phmsa_hazmat_incidents,potential_consequence,chemical_exposure_or_burn|vehicle_collision,'spill'|'collision'
phmsa_hazmat_incidents__373044,phmsa_hazmat_incidents,potential_consequence,fire_or_explosion|chemical_exposure_or_burn,'FIRE'|'SPILL'
phmsa_hazmat_incidents__373055,phmsa_hazmat_incidents,potential_consequence,fire_or_explosion|chemical_exposure_or_burn,'Fire'|'spill'
